fecha|hora|pais|operadora|vuelo_numero|ruta|tipo_aeronave|registro_aeronave|abordo|pasajeros|tripulantes|bajas|bajas_pasajeros|bajas_tripulacion|bajas_tierra|Descripcion|country
1938-11-29|05:30|other|United Air Lines|6|Seattle WA  Medford OR  OaklandCA|McDonnell Douglas||7|4|3|5|3|2|0|The aircraft ran out of fuel and ditched into the ocean a little less than a mile offshore Failure of the pilot to definitely establish the position of the aircraft through standard orientation procedures within a reasonable time after intersecting a leg of the Oakland radio range and of Company flight dispatchers charged with the responsibilities of directing the operation of the trip to properly safeguard the flight resulting in forced landing of the aircraft at sea due to exhausted fuel supply|
1938-12-02|07:55|Mexico|Mexicana||Mexico City  Merida|Lockheed Martin||8|5|3|8|5|3|0|Crashed and burned on a hill while taking off in foggy conditions The pilot did not have authorization to take off during poor visibility|
1938-12-08|09:00|other|Japan Aviation Corporation||Fukuoka  Taihoku|Nakajima||15|12|3|10|7|3|0|Crashed into the East China Sea after experiencing engine failure|
1938-12-09|11:20|Netherlands|KLM Royal Dutch Airlines||Instructional Flight|Lockheed Martin||4|0|4|4|0|4|0|Whle taking off the aircraft stalled and struck a dyke near Schiphol Airport and caught fire|
1938-12-12|nan|Australia|Qantas|||Short Brothers||13|||13|||0|Shot down by Japanese aircraft Owned by Imperial Airways and operated by Qantas|
1939-01-07|16:30|France|Swissair||Zurich  Geneva  Paris|McDonnell Douglas||17|12|5|5|2|3|0|The aircraft crashed onto a field losing both wings while attempting to land in low overcast|
1939-01-13|nan|Brazil|Syndicato Condor||Vitoria  Rio de Janeiro|Junkers||10|7|3|10|7|3|0|In reduced visibility and strong winds the seaplane crashed into the side of Mt Chambe while attempting to land at Rio de Janerio|
1939-01-13|21:15|other|Northwest Orient Airlines|1|Chicago  Seattle|Lockheed Martin||4|2|2|4|2|2|0|The aircraft crashed 2650 feet past the runway boundry after taking off A fire of considerable intensity developed prior to the crash in the cockpit of the aircraft in the immediate vicinity of the gasoline crossfeed valve It  was not possible to determine the exact origin and source of the fire|
1939-01-18|07:59|Australia|Guinea Airways||Katherine  Adelaide|Lockheed Martin||4|1|3|4|1|3|0|The mail plane failed to gain height after taking off stalled and crashed into the Katherine River during a storm|
1939-01-21|12:30|other|Imperial Airways||New York City  Bermuda|Short Brothers||13|8|5|3|2|1|0|While en route the aircraft ditched broke in two  and sank in the Atlantic Ocean 285 miles SE of Long Island New York Complete loss of power to the two inner engines and partial loss of power to the two outer engines due to carburetor icing The aircraft was named Cavalier|
1939-02-12|14:15|other|Marine Airways||Ketchikan  Juneau|Fairchild Aircraft||6|5|1|6|5|1|0|The air taxi encountered low visibility and snow and crashed on Grand Island The wreckage was found 1 month later|
1939-02-24|09:45|France|Deutsche Lufthansa||Barcelona Spain  Rome Italy|Junkers||10|6|4|10|6|4|0|While cruising in bad weather conditions aircraft hit a mountain near Roubion in the National Park of Mercantour 50 km north of Nice Engine trouble may have factored in the accident which occurred in adverse weather conditions with fog and falling snow in the area|
1939-03-14|nan|Belgium|Sabena||London  Brussels|Junkers||3|0|3|3|0|3|0|The cargo plane stalled and crashed into a field short of the runway|
1939-03-16|nan|Colombia|Deutsche Lufthansa|||Junkers||8|6|2|8|6|2|0||
1939-03-18|13:17|other|Boeing Aircraft Company||Test flight|Boeing||10|8|2|10|8|2|0|The aircraft crashed after the tail broke off Dutch engineer AG von Baumhauer among those killed  He was a famous helicopter pioneer who first came up with the tail rotormain rotor configuration which is in use today Strructural failure of the wings and horizontal tail surfaces due t o the imposition of loads thereon in excess of those for which they were designed the failure occurring in an abrupt pullout from a dive following recovery from an inadvertent spin|
1939-03-26|14:48|other|Braniff Airlines|1|Chicago  Kansas City  Wichita  Oklahoma City  Dallas|McDonnell Douglas||12|9|3|8|7|1|0|An explosion in an engine just after takeoff blew the two halves of the cowl open creating excessive drag and causing the left wing to drop The captain tried to circle back but the wing impacted an embankment along a section line road and crashed about 100 yards inside the boundary Either the hot metal of the engines or some other source ignited the fuel spilling out of the ruptured tank and the cabin was quickly engulfed in flames The initial cause of the explosion was a cylinder blow out which was a problem with that particular engine and had caused problems in two other aircraft a TWA and United DC2 both of which landed safely|
1939-04-03|nan|Morocco|Air France|||other||9|||9|||0|Crashed into a mountain|
1939-05-01|nan|Mozambique|Imperial Airways||London  Cairo Mombasa  Dar esSalaam  Lumbo  Maputo|Short Brothers||4|0|4|2|0|2|0|After an aborted landing the plane hit the water and came to rest off Ilha de Mocambique island|
1939-05-02|15:30|Morocco|Air France||Casablanca Morocco  Dakar Senegal|other||9|6|3|9|6|3|0|Crashed and burned in a mountainous area due to icing|
1939-05-08|12:00|Ecuador|Military  Ecuadorian Air Force|||Curtiss-Wright Corporation||1|0|1|1|0|1|22|While performing aerobatics the aircraft lost control and crashed into numerous building near a college|
1939-06-06|09:25|other|KLM Royal Duch Airlines||Training|McDonnell Douglas||4|0|4|0|0|0|1|During  a training flight with one engine out  the crew hit an obstacle and then a sentrybox with 9 soldiers inside One soldier  died and 3 others were wounded The aircraft was repaired|
1939-06-10|16:20|Netherlands|KLM Royal Dutch Airlines||Haamstede  Vlissingen|other||3|1|2|3|1|2|0|The crew  made a steep turn over a beach at too low a speed stalled and crashed Two student pilotswere flying the plane|
1939-06-20|nan|United Kingdom|British American Air Services||Heston  Newcastle|De Havilland||3|1|2|3|1|2|0|The aircraft hit the slope of Mt Doras Seat when flying too low|
1939-07-20|18:50|Switzerland|Swissair||Vienna  Zurich|Junkers||6|4|2|6|4|2|0|While attempting to land the aircraft crashed after an engine fire caused a loss in air speed and a stall|
1939-08-04|nan|Spain|Deutsche Lufthansa||Cologne  Toulouse  Barcelona  Casablanca|Junkers||7|4|3|7|4|3|0|Crashed in the Llaveria mountains in heavy fog and caught fire The plane hit the highest peak of the mountains|
1939-08-13|16:35|Brazil|Pan American World Airways||Miami  Rio de Janerio|Sikorsky Aircraft Corporation||16|12|4|14|10|4|0|The plane lost power from the left engine yawed to the left and started a descending turn in the same direction The plane continued to lose altitude and turn at a sharper and steeper angle until it struck a caisson anchored at right angles to a small island in the harbor immediately adjacent to its landing approach path   Loss of power from the left engine during the landing approach necessitating an attempted landing under extremely hazardous conditions|
1939-08-15|13:00|Denmark|British Airways||London  Hamburg  Copenhagen|Lockheed Martin||6|4|2|5|4|1|0|Crashed into the sea after a fire aboard Leakage of fuel from the overflow boxes which resulted from overfilling of the fuel tanks|
1939-08-28|nan|India|Indian National Airways||Calcutta  Dum Dum|De Havilland||2|1|1|2|1|1|0|Crashed en route for unknown reasons|
1939-08-30|nan|Germany|Deutsche Lufthansa||Berlin  Hanover  Cologne  London|Junkers||7|4|3|7|4|3|0|The aircraft crashed while taking off from Hanover Visibility was poor because of low fog covering the runway The pilot was searching for the proper flight path when the plane veered towards a building while still 40 meters above the ground The pilot tried to raise the plane while trying to turn left at the same time but lost control and crashed and the plane caught fireThe passengers were pilots of Lufthansa|
1939-09-26|14:10|other|KLM Royal Dutch Airlines||Copenhagen  Amsterdam|McDonnell Douglas||20|15|5|1|1|0|0|One Swedish passenger was killed when the plane was attacked by a German fighter The plane was able to land safely in Amsterdam|
1939-10-10|07:30|Colombia|Scarta||Barranquilla  Girardot|Junkers||5|3|2|5|3|2|0|Crashed while en route|
1939-11-20|nan|England|British Airways||Training|other||2|0|2|2|0|2||Collided with the mooring of a ballonwent out of control and crashed|
1939-12-18|08:15|other|Iberia Airlines||Tetouan Seville  Alicante|Junkers||9|6|3|9|6|3|0|Shot down by a British RAF fighter Crashed 6 miles south of Europa Point|
1939-12-21|13:00|Malta|British Airways||Egypt  England|Lockheed Martin||8|6|2|5|3|2|0|Ditched into the sea 300 miles NW of Alexandria Egypt A ship rescued six survivers|
1939-12-24|08:00|Morocco|Linee Aeree Italiane||Rome  Rio de Janerio|other||7|3|4|7|3|4|0|Crashed into a mountain  60 km southeast of Mogadorin in  a storm while attempting to make a forced landing|
1940-01-22|nan|Indonesia|KNILM||Batavia  Denpasar  Kupang  Darwin  Sydney|Lockheed Martin||9|5|4|8|5|3|0|Crashed into the sea shortly after takeoff Cause unknown|
1940-02-10|nan|Italy|Ala Littoria SA||Catania  Brindisi  Rome|other||10|4|6|10|4|6|0|Crashed and burned on a hill side in fog Prior to crashing the crew reported ice on the wings|
1940-02-27|10:00|other|SCADTA||Bogota  Cucuta|Boeing||11|9|2|11|9|2|0|The plane hit a mountain in the Andes  near Tona northeast of Bucaramanga after the crew lost their bearings in fog|
1940-03-01|13:20|Oman|Imperial Airways||Calcutta  Jask  Sharjah  Alexandria  London|Handley Page||8|4|4|8|4|4|0|Crashed in the Persian Gulf while en route with out a trace The aircraft was named Hannibal|
1940-03-16|nan|Italy|Ala Littoria||Tripol Catania  Rome  Milan|other||14|10|4|14|10|4|0|The plane crashed into Stromboli Volcano The cause was possibly bad weather or some electromagnetic phenomena|
1940-04-22|nan|Scotland|British Overseas Airways||Stockholm  Perth  Heston|Lockheed Martin||5|2|3|5|2|3|0|Struck a mountain after being off course 10 miles to the west in reduced visibility|
1940-06-02|nan|other|Douglas Aircraft Company||Test flight|McDonnell Douglas||5|0|5|5|0|5|0|Crashed and burned during a government test flight|
1940-06-14|14:00|Estonia|Aero OY||Tallinn Estonia  Helsinki Finland|Junkers||9|7|2|9|7|2|0|The plane was en route when it was shot down by two Soviet Tupolev SB2 bombers The aircraft  crashed 23 nm offshore of Prangli Island near Keri Lighthouse The aircraft was named Kaleva|
1940-06-20|nan|France|Air France|||other||1|||1|||0|Inadvertently shot down by French antiaircraft fire|
1940-07-07|nan|other|Air France|||other||4|||4|||0|Shot down by a Japanese military fighter|
1940-08-09|nan|Germany|Deutsche Lufthansa|||McDonnell Douglas||13|10|3|2|2|0|0|No cause was described except it being pilot error|
1940-08-13|10:15|Australia|Military  Royal Australian Air Force||Melbourne  Canberra|Lockheed Martin||10|6|4|10|6|4|0|The plane was seen circling Canberra Aerodrome after which it headed west to make the final approach for landing The aircraft momentarily disappeared behind one of the hills that surround the airport then reappeared There was the sound of engines being gunned then the aircraft disappeared again An explosion and sight  of a large plume of black smoke followed All on board the Hudson were killed including several high ranking Australian military leaders A witness later said the aircraft appeared to drop its left wing and then dip its nose steeply classic symptoms of a stall too close to the ground for recovery|
1940-08-22|nan|other|Aeroput||Zagreb  Split|Lockheed Martin||11|9|2|11|9|2|0|Hit a mountain slope while en route|
1940-08-23|nan|Oman|LARES||Baia Mare  ClujNapoca  Sibiu  Bucharest|McDonnell Douglas||15|12|3|15|12|3|0|While approaching ClujNapoca from the west the aircraft was not on the assigned track and hit the slope of Mt Gaina during a hail and thunderstorm|
1940-08-31|14:41|other|Pennsylvania Central Airlines|19|Washington DC  Detroit|McDonnell Douglas||25|21|4|25|21|4|0|The aircraft was flying through a thunderstorm in turbulence when the it nosed over and plunged to earth near Short Hill Mountain  Disabling of the pilots by a severe lightning discharge in the immediate neighborhood of the airplane with resulting loss of control With limited accident investigation tools at the time the most likely cause was the plane flying into windshear  US Senator Ernest Lundeen from Minnesota killed|
1940-10-22|nan|Croatia|Aeroput||Belgrade  Osijek  Zagreb|Lockheed Martin||12|9|3|7|4|3|0|Crashed while attempting to land|
1940-10-29|nan|China|China National Aviation Corporation||Chungking  Kunming|McDonnell Douglas||14|10|4|9|8|1|0|Shot down by Japanese military fighters The plane ran into 5 Japanese fighters and made an emergency landing at a remote field only to be machinegunned while trying to escape|
1940-10-29|nan|Germany|Deutsche Lufthansa|||McDonnell Douglas||15|12|3|2|0|2|0|Hit the ground short of the runway in reduced visibility|
1940-11-04|19:10|Bolivia|Lloyd Aero Boliviano SA||Santa Cruz  Corumba|Junkers||17|14|3|17|14|3|0|Crashe in a storm while en route Wreckage found 15 months later|
1940-11-04|04:42|other|United Air Lines|16|Oakland  Salt Lake City|McDonnell Douglas||10|8|2|10|8|2|0|The aircraft crashed into Bountiful Peak in the Wasatch Mountains during a snowstorm 3 nm NE of Centerville The failure of the communications operators at Tintic Plymouth and Salt Lake City Utah whose duty it was to monitor the range to detect its malfunctioning and immediately notify those concerned and the failure of the pilot to follow to the fullest extent established radio range technique in accordance with the requirements of the procedure established by United and approved by the Civil Aeronautics Administration|
1940-11-08|nan|Brazil|VASP||Rio de Janeiro  Sao Paulo|Junkers||18|14|4|18|14|4|0|Midair collision with a private plane  After the collision both aircraft crashed into the Botafogo Bay Seventeen killed on the Junkers 1 on the private plane|
1940-11-08|15:02|Germany|Deutsche Lufthansa||Berlin  Budapest|Junkers||29|23|6|29|23|6|0|Crashed while en route in poor weather condtions  Icing|
1940-11-27|nan|other|Air France|||other||6|||6|||0|Shot down by Italian aircraft|
1940-12-04|17:48|other|United Air Lines|21|New York City  Chicago|McDonnell Douglas||16|13|3|10|7|3|0|The aircraft crashed while attempting to land at Chicago The failure of the pilot to exercise that degree of caution and skill required to avert a stall while approaching for a landing on the short northwest runway A substantial contributing factor to the accident was the error in judgment of the pilot in choosing that short runway for his landing An accumulation of ice on the wings may have increased the stalling speed of the plane|
1940-12-24|11:30|Italy|Ala Littolia||Catania  Rome|other||7|3|4|7|3|4|0|While en route the aircraft was shot down by the pilot of a RAF fighter and crashed into the sea some 40 miles southwest of the Capri Island|
1941-01-10|12:00|other|LATI||Rome  Seville  Villa Cisneros  Sal  Natal  Rio|other||16|12|4|16|12|4|0|Crashed into the Mediterranian sea while en route without a trace|
1941-01-15|12:05|Brazil|LATI||Rio de Janeiro  Natal  Sal  Seville  Rome|other||10|6|4|10|6|4|0|Crashed near the Equator after the crew had lost an engine Three hours after taking off an SOS was transmitted No trace of the plane was ever found|
1941-01-17|12:00|Hungary|Malert Airlines||Budapest  MarosVasarhely|Junkers||16|13|3|12|9|3|0|An engine stalled during the initial climb and the plane crashed and burned|
1941-01-20|nan|China|China National Aviation Corporation|||other|23.0|6|1|5|5|1|4|0|Crashed into a mountain during a thunderstorm and reduced visibility|
1941-01-23|04:13|other|Trans Continental and Western Air|6|Kansas City MO  New York|McDonnell Douglas||13|10|3|2|1|1|0|Shortly after passing over the west boundary of the airport the pilot started a left turn While in the turn the plane contracted trees 113 feet above the level of the airport  Full power was applied to the engines in an attempt to pull up but other trees were struck and the pilot lost control The aircraft crashed to the ground at a point approximately onefourth of a mile southwest of the airport boundary The action of the pilot in attempting a landing under adverse weather conditions in disregard of the minimums prescribed by the Civil Aeronautics Administration and in maneuvering for such a landing at a dangerously low altitude|
1941-02-06|02:00|Canada|Trans Canada Air Lines|3|Toronto  Winnipeg|Lockheed Martin||12|9|3|12|9|3|0|The plane crashed after the right wing struck a tree as the pilot was attempting to land in adverse weather Struck several other trees and landed inverted in a swamp|
1941-02-26|11:50|Georgia|Eastern Air Lines|21|New York City   Washington DC  Atlanta  Brownsville|McDonnell Douglas||16|13|3|9|6|3|0|The aircraft crashed into a hill in pine woods near Chandler Field while attempting to make an instrument landing approach in rain and fog The failure of the captain in charge of the flight to exercise the proper degree of fare by not checking his altimeters to determine whether both were correctly set and properly functioning before commencing his landing approach A substantial contributing factor was the absence of an established uniform cockpit procedure on Eastern Air Lines by which both the captain and copilot are required to make a complete check of the controls and instruments during landing operations Captain Edward Rickenbacker President of Eastern Air Lines survived the crash|United States
1941-03-01|15:50|Norway|Deutsche Lufthansa|||Junkers||12|9|3|3|3|0|0|The seaplane crashed while attemping to land and sunk|
1941-03-28|11:45|South Africa|South African Airways||Luanda  Windhoek  Cape Town|Lockheed Martin||10|6|4|10|6|4|0|Crashed into a mountain near Elands Bay in inclement weather|
1941-06-03|17:00|other|Great Western and Southern Air Lines||Isles of Scilly  Penzance Cornwall|De Havilland||6|5|1|6|5|1|0|Shot down by a He111 German military aircraft 20 minutes after takeoff|
1941-06-18|nan|Oman|LARES||Bucharest  Sofia|McDonnell Douglas||18|3|15|0|0|0|0|Stalled and crashed during takeoff|
1941-06-21|nan|Japan|Manchurian Air Lines|||Mitsubishi Heavy Industries||18|15|3|18|15|3|0|Crashed while en route Cause unknown|
1941-07-30|09:15|Italy|Ala Littoria||Rome  Cagliari|other||25|20|5|5|5|0|0|After an engine failed the crew decided to return but encountered turbulence and crashed|
1941-08-10|20:35|Scotland|Military Royal Air Force|||other||22|17|5|22|17|5|0|Crashed into a mountain ridge in rain low visibility and overcast conditions Navigational error|
1941-08-14|20:40|Scotland|Military  Royal Air Force|||other||22|||22|||0|Crashed and burned on takeoff at Heathfield airfield after veered off the runway and striking a small building and then an embankment|
1941-08-18|nan|Brazil|Panair do Brasil||Curitiba  Sao Paulo|Lockheed Martin||14|10|4|8|5|3|0|After a goaround the plane diverted from its prescribed course and crashed into a mountain|
1941-08-27|nan|other|Airlines of Australia||Horn Island  Coen  Cairns|De Havilland||3|2|1|3|2|1|0|On approach the left wing broke off and the aircraft crashed in a field|
1941-09-01|nan|Scotland|British Overseas Airways|||other||10|||10|||0|Crashed into a hillside|
1941-09-01|13:40|France|Air France||Marseille  Toulouse|other||17|14|3|15|12|3|0|The aircraft crashed into lake Bolomon after engine failure during takeoff in windy conditions|
1941-10-03|17:48|Puerto Rico|Pan American World Airways|203|Miami  Buenos Aires|Sikorsky Aircraft Corporation||15|9|6|2|2|0|0|Following the approach the aircraft contacted the water in an unduly noselow attitude while moving sideways relative to the water  Almost immediately after first contact with the water the aircraft swerved violently to the right and broke into several major sections The failure of the captain to exercise requisite caution and skill in landing A contributing factor was the smooth surface of the water which rendered difficult the captains depth perception as well as the exact determination of any lateral movement of the aircraft|
1941-10-28|nan|Bulgaria|Deutsche Lufthansa||Athens  Sofia|Junkers||13|10|3|13|10|3|0|Crashed on the GreekHungarian border Cause unknown|
1941-10-30|02:04|other|Northwest Orient Airlines|5|Minneapolis  Fargo|McDonnell Douglas||15|13|2|14|13|1|0|Crashed in fog and mist due to icing on the wings The pilot Clarence Bates was thrown clear of the wreckage and was the lone survivor Accumulation of ice on the wings and other surfaces of the airplane increasing the stalling speed and the drag of the airplane on the power required to maintain flight Action of the captain in descending to attempt a landing at Fargo with known icing conditions and critical ceiling conditions instead of proceeding to an available alternate|
1941-10-30|22:10|Canada|American Airlines|1|New York  Buffalo  Chicago  Detroit|McDonnell Douglas||20|17|3|20|17|3|0|The aircraft on a flight from New York to Chicago circled a wooded area 3 or 4 times looking for a landing spot before stalling and diving into a plowed field Cause unknown|
1941-11-29|05:55|Turkmenistan|Aeroflot||Chardzhou  Urgench|Tupolev||36|31|5|7|5|2|0|During the initial climb at night the pilot in command suffered a spatial disorientation stalled the plane and crashed|
1941-12-11|nan|other|Pan American Airways|||other||3|||3|||0||
1941-12-26|11:26|Kazakhstan|Aeroflot||Almaty  Karaganda  Aktyubinsk  Kuybyshev  Kazan|Tupolev||34|28|6|26|21|5|0|The crew decided to takeoff in belowminima weather conditions with low clouds fog turbulences and severe icing While attempting to return to the airport the aircraft lost altitude and crashed into a field|
1941-12-29|nan|Indonesia|BOAC|||Short Brothers||4|0|4|4|0|4|0|While taking off the plane hit debris in the water and broke up|
1942-01-16|19:20|other|Trans Continental and Western Air||Las Vegas  Los Angeles|McDonnell Douglas||22|19|3|22|19|3|0|The aircraft crashed into Mt Potosi Double Up Peak Table Spring Mountain Olcott Mountain 32 miles SW of Las Vegas NV 15 minutes after taking off from the Western Airlines terminal building at Las Vegas The aircraft clipped a rocky ledge cartwheeled into the face of a cliff and exploded scattering wreckage at the bottom of a ravine Actress Carole Lombard 33 her mother and press agent  were killed in the crash Her mother did not want to fly and a coin was tossed to see whether the trip would be made by train or plane The actress was returning from a warbond promotion  The flight was 67 miles off course for unknown reasons  Failure of the captain to follow a proper course and make use of navigation facilities available to him A contributing factor was the blackout of beacons in the area made necessary because of the war emergency|
1942-01-20|nan|Indonesia|Military  Royal Australian Air Force|||Lockheed Martin||11|7|4|11||4|0|Shortly after taking off the left engine caught fire the plane stalled and crashed|
1942-01-26|nan|other|KNILM|||Northrop Grumman||5|2|3|5|2|3|0|Shot down by Japanese military aircraft|
1942-01-30|08:00|other|Qantas||Darwin  Surabaya Dutch East Indies|Short Brothers||18|13|5|13|11|2|0|Shot down by Japanese military aircraft Owned by British Overseas Airways|
1942-02-15|08:50|England|British Overseas Airways||Cairo Egypt  England|other||9|4|5|9|4|5|0|Shot down in error by two Royal Air Force Spitfire fighters|
1942-02-19|nan|China|China National Aviation Corporation|||McDonnell Douglas|45.0|1|0|1|1|0|1||Crashed under unknown circumstances|
1942-02-20|nan|Australia|Qantas||Brisbane  Darwin|other||9|7|2|9|7|2|0|Crashed shortly after takeoff from Archerfield Airfiield  into a hillside Suffered structural failure while flying in adverse weather conditons of wind and low overcast|
1942-02-28|nan|India|British Overseas Airways||Java  Broom Australia|Short Brothers||20|16|4|20|16|4|0|Shot down by Japanese military aircraft about 150 miles from Java|
1942-03-03|nan|Australia|KNILM||Java  Australia|McDonnell Douglas||12|8|4|8|||0|Shot down by Japanese military aircraft|
1942-03-03|nan|Australia|Military  US Army Air Force||Broome  Kupang|other||21|19|2|20|18|2|0|Shot down shortly after taking off by a Japanese fighter|
1942-03-14|21:30|China|China National Aviation Corporation||Kunming  Chungking|McDonnell Douglas|31.0|17|14|3|13|10|3|0|Crashed 2 km from the Kunming Airdome shortly after takeoff  Possible causes include engine failure  overloading sabotage and temporary blinding by a bright light|
1942-04-21|21:27|Australia|Guinea Airways Limited||Brisbane  Bachelor Field|Lockheed Martin||12|10|2|12|10|2|0|The aircraft was on a government charter carrying US teletype operators from a course theyd completed in Brisbane They departed Archerfield Brisbane at 0622 EST and refuelled at Charleville Cloncurry and Daily Waters departing from Daily Waters at 1655 Central Standard time From there a chain of events happened and they remained lost in scattered thunderstorms and drizzle and the blacked out North being told by Darwin DF that they were over a hundred miles north of where they really were due to the inadequacies of the equipment at that time of day the storms and long distance In an attempt to force land before running out of fuel they probably had an engine failure from fuel starvation in the lower engine as they oozed around in a slow turn where the captain would have been peering forward out of an open window trying to locate a lighter more grassy spot in the bush to put down in rain They probably would have been very slow so as to descend rapidly when a likely spot was sighted and on increasing power on the remaining engine the Electra flipped into a vertical bank and struck a ridge top The wreckage was found on 6221943   We feel that they would have been very slow so as to descend rapidly when a likely spot was sighted and on increasing power on the remaining engine the Electra flipped into a vertical bank and struck a ridge top as one wing was undamaged and removed from the site when it was found  Lockheed 14s were renown as nasty buggers at low speed on one engine|
1942-05-01|23:00|other|United Air Lines|4|San Francisco  New York City|McDonnell Douglas||17|14|3|17|14|3|0|After taking off from Salt Lake the aircraft proceeded in the wrong direction and crashed into the side of a hill 38 miles northeast of the Salt Lake City Airport The point of impact was at an elevation of 5053 feet above sea level and about 830 feet above the airport A deviation from the proper course for reasons undetermined|
1942-05-12|11:51|other|Northwest Orient Airlines|1|Chicago  Seattle|McDonnell Douglas||14|10|4|3|0|3|0|The plane hit an obstruction at the end of the runway overran the runway boundry and crashed The failure of the captain to complete the landing run in time to avoid the obstruction at the end of the runway for reasons undetermined and his action in attempting to take off after striking the obstruction|
1942-05-19|nan|Italy|LATI||Rome  Tripoli Lybia|other||20|16|4|20|16|4|0|Stalled struck trees crashed and burned immediately after takeoff|
1942-07-01|12:00|other|Military  US Army Air Forces||Battle Creek  Cincinnati  Florence|McDonnell Douglas||21|19|2|21|19|2|0|Flew into a thunderstorm and was observed in a near vertical dive before crashing to the ground  Icing possible overloading|
1942-07-07|nan|Australia|Military  Royal Australian Air Force||Horn Island  Amberley|Lockheed Martin||10|0|10|10|0|10|0|While approaching Amberley at night the crew became lost and continued south After running out of fuel the aircraft crashed into the sea some 3 km off Broken Head and sunk|
1942-07-20|nan|England|Military  Royal Air Force||Sydenham  Hendon|Lockheed Martin||13|10|3|13|10|3|0|The aircraft went out of control while flying in thunderstorm activity and may have been struck by lightning|
1942-08-13|nan|Algeria|Air France|||other||10|6|4|4|4|0|0|Attacked by Royal Air Force fighters  Crashed in the water while attempting to land and sank|
1942-08-21|nan|other|Deutsche Lufthansa|||other||4|2|2|4|2|2|0|Lufthansa chairman Von Gablenz killed|
1942-08-22|13:00|other|KLM Royal Dutch Airlines||Trinidad  Curacao|Lockheed Martin||13|10|3|13|10|3|0|Shortly after taking off all radio contact was lost with the aircraft Next day the wreckage was found near the airport The cause was never determined Possible encounter with a severe thunderstorm|
1942-08-23|13:42|Scotland|Military  Royal Air Force||Oban  Invergordon  Keflavik|Short Brothers||15|11|4|14|10|4|0|The plane crashed while on a flight to Iceland during WWII The aircraft was part of the 228th Squadron RAF  The plane hit high ground at Eagle Rock in the Scottish Highlands in poor visibility Possible navigational error but exact cause unknown  Prince George Duke of Kent was among the dead|
1942-09-24|nan|other|British Overseas Airways||Lagos  Bathurst  Lisbon  Poole|Short Brothers||19|13|6|19|13|6|0|Possible catastrophic inflight fire possibly related to the design of its fuelintake system 90 minutes after departure|
1942-09-27|nan|Algeria|Air France||Marseille France  Dakar Senegal|other||25|18|7|25|18|7|0|Crashed during takeoff after an inflight failure of a wing|
1942-09-28|09:00|Brazil|Panair do Brasil SA||Rio de Janeiro  Sao Paulo|Lockheed Martin||15|11|4|15|11|4|0|Struck a mountain 5 miles from its destination in adverse weather|
1942-10-01|09:30|Puerto Rico|Military  US Army Air Forces||Juana DazLosey Field  San Juan|McDonnell Douglas||22|17|5|22|17|5|0|The aircraft made a wide descending turn with engines running roughly and crashed into a hill in poor visibility|
1942-10-03|19:05|other|American Export Airlines|71|New York  Botwood  Foynes Ireland|other||37|26|11|11|6|5|0|While attempting to takeoff aircraft porpoised attained a height of 35 ft and then crashed into the water and broke up Inadvertent actuation of the wing flaps to the full 35 degrees position during the takeoff run thereby rendering the aircraft excessively noseheavy and uncontrollable|
1942-10-22|13:40|Russia|Aeroflot||Moscow  Kazan  Sverdlovsk|other||12|7|5|10|5|5|0|Crashed while on final approach Icing Incorrect weather conditions supplied to crew|
1942-10-22|nan|Oman|Deutsche Lufthansa|7208|Budapest  Belgrade|Junkers||17|14|3|17|14|3|0|The aircraft struck the north slope of Mt Fruka Gora Improper weather information provided to the crew|
1942-10-23|17:15|other|American Airlines  Military  USAF|28|Palm Springs  New York City|Lockheed Martin||13|10|3|12|10|2|0|Midair collision between an Army bomber and airliner over Chino Canyon near Palm Springs at 9000 feet destroying the rudder of the DC3  All 12 aboard the DC3 were killed The Lockheed B34 landed safely with minor damage The reckless and irresponsible conduct of the bomber pilot William Wilson in deliberately maneuvering a bomber in dangerous proximity to an airliner in an unjustifiable attempt to attract the attention of the first officer his friend aboard the airliner Composer and song writer Ralph Rainger 41 killed|
1942-10-24|nan|Colombia|Avianca|||Boeing||6|4|2|6|4|2|0|Struck a mouintian 8km from La Esperanza|
1942-10-30|nan|Norway|Military  Royal Air Force|||Handley Page||10|7|3|10|7|3|0|After a flight of ten hours while overflying the south part of Norway the bomber was shot down by enemy fire and crashed|
1942-11-17|nan|Russia|Kranoyarskie Vozhjushnye Trassy||Kranoyarsk  Kirensk|other||20|16|4|20|16|4|0|Stalled immediately after becoming airborne and crashed Icing|
1942-12-12|nan|Russia|Aeroflot||Chardzhou  Tashkent|Tupolev||36|30|6|36|30|6|0|While attempting to land the attitude of the plane became almost vertical after which it dove into the ground and exploded It was reported that after the captain left his seat a passenger disengaged the autopilot and assumed control of the plane|
1942-12-15|01:22|other|Western Airlines|1|Salt Lake  Las Vegas  Burbank|McDonnell Douglas||19|15|4|17|13|4|0|Crashed after performing a violent maneuver  Failure of the left or possibly both wing tips and of the horizontal  tail  surfaces as a result of a sever pullup which caused unusual and  abnormally high air loads The reason the pullup maneuver was not determined|
1942-12-19|16:00|Austria|DDL||Copenhagen Denmark  Budapest Hungary|Junkers||16|13|3|2|2|0|0|Crashed 2 km from the airport  while attempting to land at Vienna to refuel|
1942-12-20|19:00|Canada|Canadian Pacific Air Lines||Prince George  Vancouver|Lockheed Martin||13|10|3|13|10|3|0|Crashed into the slopes of Mt Cheam at 7000 feet Possible complete electrical failure resulting in the deviation from the prescribed route|
